"","gender","age","job","account","YearlyIncome","YearlyOutcome","transaction_type","yearly_deposit_transactions","yearly_withdrawl_transactions","average_deposit_ammount","average_withdrawl_ammount","transaction_amount","weekly_deposits","weekly_withdrawls","weekly_amount","observed_weekly_amount","flag"
"12881","Male","30","Private Business","Saving","49925875","39995776","Withdrawl","24","659","2080244","60691","60841","0","16","99851750","99852584","Normal"
"12882","Male","63","Employee","Current","2028121","1011608","Deposit","149","794","13611","1274","754335","5","22","653354","652874","dep_Suspicious"
"12883","Male","23","Employee","Current","1799722","937750","Withdrawl","144","836","12498","1121","77078","2","24","599907","599829","Normal"
"12884","Female","46","Employee","Saving","1814716","0","Withdrawl","22","698","82487","0","0","0","10","3959380","3960138","Normal"
"12885","Male","25","Employee","Saving","2150021","0","Withdrawl","36","756","59722","0","0","0","10","2866694","2866610","Normal"
"12886","Male","70","Retired","Investment","1003891","536706","Withdrawl","1","2","1003891","268353","279622","0","0","48186768","48186460","Normal"
"12887","Male","25","Employee","Current","1747692","1033401","Withdrawl","130","805","13443","1283","77094","3","12","645301","647885","Normal"
"12888","Female","49","Private Business","Current","50057500","3426748","Withdrawl","3492","1791","14334","1913","52261","57","43","688075","687072","Normal"
"12889","Male","45","Employee","Saving","1946139","0","Withdrawl","24","748","81089","0","0","0","23","3892278","3892082","Normal"
"12890","Male","32","Private Business","Current","49905723","3522061","Deposit","3636","1788","13725","1969","172956","68","42","658821","659329","smurf_suspicious"
"12891","Male","31","Employee","Saving","1980323","0","Withdrawl","35","762","56580","0","0","0","12","2715871","2713104","Normal"
"12892","Female","32","House Wife","Saving","1980323","0","Deposit","25","378","79212","0","1044133","0","4","3802220","3804685","dep_Suspicious"
"12893","Male","30","Private Business","Current","50061965","3632127","Deposit","3704","1782","13515","2038","484929","83","33","648751","648639","dep_Suspicious"
"12894","Male","38","Private Business","Saving","50026160","40032191","Withdrawl","32","709","1563317","56462","75654","5","24","75039240","75039339","Normal"
"12895","Male","35","Employee","Saving","1990348","0","Withdrawl","27","680","73716","0","0","0","10","3538396","3539348","Normal"
"12896","Female","46","Private Business","Saving","50139715","39959693","Deposit","38","748","1319466","53422","38322","0","19","63334376","63334956","Normal"
"12897","Male","21","Student","Saving","765984","557820","Withdrawl","25","131","30639","4258","18976","1","3","1470689","1470377","Normal"
"12898","Male","65","Retired","Current","627093","627367","Withdrawl","1098","403","571","1556","76754","23","5","27413","27808","Normal"
"12899","Male","19","Student","Saving","772607","372671","Withdrawl","27","146","28615","2552","126991","0","2","1373523","1373479","Normal"
"12900","Male","34","Private Business","Current","49830131","3635386","Deposit","3533","1826","14104","1990","1324369","76","38","677001","676426","dep_Suspicious"
"12901","Female","39","Employee","Current","1811659","979941","Deposit","133","812","13621","1206","1561870","4","17","653831","654114","dep_Suspicious"
"12902","Female","51","Employee","Saving","1912290","0","Withdrawl","23","769","83143","0","0","0","18","3990866","3990569","Normal"
"12903","Male","19","Private Business","Current","50032841","3506790","Deposit","3628","1817","13790","1929","233420","69","41","661956","661578","dep_Suspicious"
"12904","Male","42","Student","Saving","720867","701746","Deposit","20","140","36043","5012","465206","2","4","1730080","1730155","dep_Suspicious"
"12905","Male","53","Employee","Saving","1988039","0","Deposit","28","675","71001","0","1564175","0","20","3408066","3408716","dep_Suspicious"
"12906","Male","33","Employee","Investment","5146610","824371","Deposit","1","1","5146610","824371","4662201","0","0","247037280","247038934","Normal"
"12907","Male","39","Employee","Saving","1724535","0","Withdrawl","32","743","53891","0","0","1","16","2586802","2584987","Normal"
"12908","Male","63","Employee","Saving","1961512","0","Withdrawl","28","720","70054","0","0","0","14","3362592","3362114","Normal"
"12909","Male","48","Employee","Saving","2056401","0","Deposit","26","712","79092","0","255663","0","22","3796432","3796284","dep_Suspicious"
"12910","Male","42","Employee","Saving","1917308","0","Withdrawl","35","669","54780","0","0","1","15","2629450","2630732","Normal"
"12911","Female","22","House Wife","Saving","1917308","0","Deposit","31","342","61848","0","492405","2","4","2968734","2969686","dep_Suspicious"
"12912","Male","63","Private Business","Current","50053936","3478029","Withdrawl","3613","1808","13853","1923","23823","76","43","664984","666406","Normal"
"12913","Male","31","Employee","Saving","1933351","0","Withdrawl","28","714","69048","0","0","1","18","3314316","3313122","Normal"
"12914","Female","49","Employee","Current","2015592","780139","Withdrawl","125","800","16124","975","83200","2","20","773987","773302","Normal"
"12915","Male","51","Employee","Saving","1859726","0","Withdrawl","22","704","84533","0","0","0","12","4057584","4057476","Normal"
"12916","Male","46","Employee","Current","1671781","937938","Deposit","131","798","12761","1175","367977","1","24","612560","613114","dep_Suspicious"
"12917","Male","31","Employee","Investment","5090904","1038993","Deposit","2","2","2545452","519496","1729320","1","0","122181696","122182110","Normal"
"12918","Female","34","Private Business","Current","49992924","3362858","Withdrawl","3606","1794","13863","1874","93201","77","47","665463","665865","Normal"
"12919","Female","19","Student","Saving","739754","440676","Deposit","23","143","32163","3081","413375","0","1","1543834","1543545","dep_Suspicious"
"12920","Male","19","Student","Saving","813216","573437","Withdrawl","29","148","28041","3874","194047","0","2","1346012","1344696","Normal"
"12921","Male","38","Employee","Current","1775331","834755","Withdrawl","161","791","11026","1055","134479","1","12","529291","528644","Normal"
"12922","Female","22","Employee","Current","1771713","944983","Withdrawl","132","775","13422","1219","130976","3","22","644259","643592","Normal"
"12923","Male","32","Employee","Current","1849041","901414","Withdrawl","122","796","15156","1132","29654","5","16","727491","729555","Normal"
"12924","Female","22","House Wife","Saving","1849041","901414","Withdrawl","23","373","80393","2416","138592","0","5","3858868","3857376","Normal"
"12925","Male","30","Employee","Current","1822454","993970","Withdrawl","170","790","10720","1258","93510","7","14","514575","514958","Normal"
"12926","Male","42","Employee","Saving","2090638","0","Withdrawl","33","675","63352","0","0","0","19","3040928","3041045","Normal"
"12927","Male","31","Employee","Current","1793726","870487","Withdrawl","136","745","13189","1168","27428","2","20","633079","633478","Normal"
"12928","Female","33","House Wife","Saving","1793726","870487","Withdrawl","36","368","49825","2365","30907","0","6","2391634","2392725","Normal"
"12929","Female","18","Student","Saving","687448","579810","Withdrawl","21","141","32735","4112","19804","0","6","1571309","1570399","Normal"
"12930","Female","27","Employee","Saving","1851803","0","Deposit","28","679","66135","0","97236","0","13","3174519","3173482","Normal"
"12931","Male","58","Employee","Saving","2080186","0","Withdrawl","38","689","54741","0","0","1","14","2627603","2627986","Normal"
"12932","Male","49","Employee","Saving","1923303","0","Deposit","30","664","64110","0","246221","0","16","3077284","3077415","dep_Suspicious"
"12933","Male","66","Retired","Current","582255","371886","Withdrawl","1074","396","542","939","78202","21","9","26022","25515","Normal"
"12934","Female","28","Employee","Saving","2055226","0","Withdrawl","26","723","79047","0","0","0","16","3794263","3793577","Normal"
"12935","Male","39","Private Business","Investment","50052935","9892316","Withdrawl","1","1","50052935","9892316","9910879","0","0","2402540880","2402541207","Normal"
"12936","Male","44","Private Business","Current","50060167","3309285","Deposit","3516","1793","14237","1845","1109494","78","45","683415","682111","dep_Suspicious"
"12937","Male","21","Student","Saving","659125","455583","Withdrawl","26","132","25350","3451","68909","0","6","1216846","1216610","Normal"
"12938","Male","25","Employee","Saving","2117254","0","Withdrawl","23","693","92054","0","0","0","17","4418617","4417720","Normal"
"12939","Male","30","Private Business","Investment","50010782","10021899","Withdrawl","2","3","25005391","3340633","3439441","0","0","1200258768","1200258904","Normal"
"12940","Male","25","Private Business","Investment","50064687","9968095","Deposit","3","1","16688229","9968095","15528120","0","0","801034992","801034622","Normal"
"12941","Female","24","House Wife","Saving","50064687","9968095","Deposit","29","352","1726368","28318","1074340","0","8","82865688","82864651","Normal"
"12942","Male","58","Employee","Saving","2019047","0","Deposit","35","686","57687","0","860992","1","17","2768978","2768997","dep_Suspicious"
"12943","Female","53","Private Business","Current","49976035","3507177","Deposit","3616","1780","13820","1970","1376457","67","39","663398","664103","dep_Suspicious"
"12944","Female","50","Private Business","Saving","50086357","40243405","Deposit","25","684","2003454","58835","1905337","0","17","96165805","96167815","Normal"
"12945","Male","48","Employee","Saving","1774803","0","Withdrawl","41","671","43287","0","0","2","11","2077818","2077569","Normal"
"12946","Female","24","House Wife","Saving","1774803","0","Withdrawl","17","362","104400","0","0","0","10","5011208","5010108","Normal"
"12947","Female","66","Private Business","Current","49936602","3264652","Withdrawl","3533","1803","14134","1810","78586","63","33","678448","677629","Normal"
"12948","Female","51","Employee","Saving","2108832","0","Withdrawl","40","688","52720","0","0","2","12","2530598","2529147","Normal"
"12949","Male","40","Private Business","Current","49916750","3425762","Deposit","3529","1867","14144","1834","52458","71","40","678947","677739","dep_Suspicious"
"12950","Male","40","Employee","Saving","1992106","0","Withdrawl","36","704","55336","0","0","0","14","2656141","2655928","Normal"
"12951","Male","28","Employee","Current","1552225","856909","Deposit","142","789","10931","1086","1128338","2","17","524695","525798","dep_Suspicious"
"12952","Male","30","Employee","Saving","1924240","0","Withdrawl","29","678","66353","0","0","1","15","3184948","3185371","Normal"
"12953","Male","30","Employee","Current","1878805","924076","Withdrawl","143","828","13138","1116","126695","4","17","630647","631287","Normal"
"12954","Male","38","Employee","Saving","1874364","0","Withdrawl","29","689","64633","0","0","0","11","3102395","3101397","Normal"
"12955","Female","42","Private Business","Current","49996234","3430959","Withdrawl","3617","1778","13822","1929","188383","74","36","663483","662668","Normal"
"12956","Male","36","Employee","Current","1879291","854410","Deposit","123","804","15278","1062","303335","8","18","733381","732992","dep_Suspicious"
"12957","Male","26","Employee","Saving","1973025","0","Withdrawl","30","731","65767","0","0","1","11","3156840","3158737","Normal"
"12958","Male","35","Private Business","Current","49937583","3519800","Withdrawl","3657","1739","13655","2024","184696","81","36","655456","657088","Normal"
"12959","Male","40","Employee","Saving","1965004","0","Withdrawl","20","735","98250","0","0","0","14","4716009","4718158","Normal"
